Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
12,356,060.0 097.0,19-4903CR-HY-064-1148-06000970-0125A-7,125,9.790000,33.28600,,25.65100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,9.790000,9.780000,33.28600,25.65000,235.4000,0.350000,,,,,,,,,,126,,,,,,,,
12,357,060.0 097.0,19-4903CR-HY-064-1148-06000970-0135A-3,135,9.190000,33.37000,,25.81400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,135.0000,9.190000,9.180000,33.37000,25.81000,220.0000,0.370000,,,,,,,,,,136,,,,,,,,
12,358,060.0 097.0,19-4903CR-HY-064-1148-06000970-0150A-7,150,8.870000,33.49500,,25.96300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.870000,8.850000,33.49500,25.96000,206.1000,0.400000,,,,,,,,,,151,,,,,,,,
12,359,060.0 097.0,19-4903CR-HY-064-1148-06000970-0176A-3,176,8.560000,33.69000,,26.16400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,176.0000,8.560000,8.540000,33.69000,26.16000,187.4000,0.450000,,,,,,,,,,177,,,,,,,,
12,360,060.0 097.0,19-4903CR-HY-064-1148-06000970-0200A-7,200,8.240000,33.78800,,26.29000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.240000,8.220000,33.78800,26.29000,175.9000,0.500000,,,,,,,,,,201,,,,,,,,
12,361,060.0 097.0,19-4903CR-HY-064-1148-06000970-0250A-7,250,7.610000,33.93600,,26.49900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.610000,7.590000,33.93600,26.49000,156.6000,0.580000,,,,,,,,,,251,,,,,,,,
12,362,060.0 097.0,19-4903CR-HY-064-1148-06000970-0257A-3,257,7.530000,33.57000,,26.22300,,,,3,2,,2,8,9,9,8,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,257.0000,7.530000,7.500000,33.57000,,,0.590000,,,,,,,,,,259,,,,,,,,
12,363,060.0 097.0,19-4903CR-HY-064-1148-06000970-0300A-7,300,6.930000,34.00500,,26.64900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.930000,6.900000,34.00500,26.64000,142.9000,0.660000,,,,,,,,,,302,,,,,,,,
12,364,060.0 097.0,19-4903CR-HY-064-1148-06000970-0345A-3,345,6.340000,34.00000,,26.72300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,345.0000,6.340000,6.310000,34.00000,26.72000,136.1000,0.720000,,,,,,,,,,347,,,,,,,,
12,365,060.0 097.0,19-4903CR-HY-064-1148-06000970-0400A-7,400,5.870000,34.05000,,26.82300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,5.870000,5.840000,34.05000,26.82000,127.0000,0.790000,,,,,,,,,,403,,,,,,,,
12,366,060.0 097.0,19-4903CR-HY-064-1148-06000970-0500A-7,500,5.280000,34.10500,,26.93800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.280000,5.240000,34.10500,26.93000,116.8000,0.910000,,,,,,,,,,504,,,,,,,,
12,367,060.0 097.0,19-4903CR-HY-064-1148-06000970-0519A-3,519,5.200000,34.11000,,26.95200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,519.0000,5.200000,5.160000,34.11000,26.95000,115.6000,0.930000,,,,,,,,,,523,,,,,,,,
12,368,060.0 097.0,19-4903CR-HY-064-1148-06000970-0600A-7,600,4.800000,34.14400,,27.02500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,4.800000,4.750000,34.14400,27.02000,109.1000,1.030000,,,,,,,,,,604,,,,,,,,
12,369,060.0 097.0,19-4903CR-HY-064-1148-06000970-0700A-7,700,4.390000,34.17900,,27.09800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.390000,4.340000,34.17900,27.09000,102.7000,1.130000,,,,,,,,,,705,,,,,,,,
12,370,060.0 097.0,19-4903CR-HY-064-1148-06000970-0776A-3,776,4.130000,34.20000,,27.14200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,776.0000,4.130000,4.070000,34.20000,27.14000,98.80000,1.210000,,,,,,,,,,782,,,,,,,,
12,371,060.0 097.0,19-4903CR-HY-064-1148-06000970-0800A-7,800,4.070000,34.20700,,27.15400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.070000,4.010000,34.20700,27.15000,97.80000,1.230000,,,,,,,,,,806,,,,,,,,
12,372,060.0 097.0,19-4903CR-HY-064-1148-06000970-0900A-7,900,3.850000,34.23800,,27.20200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,3.850000,3.780000,34.23800,27.20000,93.70000,1.330000,,,,,,,,,,907,,,,,,,,
12,373,060.0 097.0,19-4903CR-HY-064-1148-06000970-1000A-7,1000,3.620000,34.26900,,27.25000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.620000,3.550000,34.26900,27.25000,89.60000,1.420000,,,,,,,,,,1009,,,,,,,,
12,374,060.0 097.0,19-4903CR-HY-064-1148-06000970-1100A-7,1100,3.390000,34.30100,,27.29800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.390000,3.310000,34.30100,27.29000,85.30000,1.510000,,,,,,,,,,1110,,,,,,,,
12,375,060.0 097.0,19-4903CR-HY-064-1148-06000970-1190A-3,1190,3.180000,34.33000,,27.34200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1190.000,3.180000,3.100000,34.33000,27.34000,81.30000,1.580000,,,,,,,,,,1201,,,,,,,,
13,376,061.0 087.0,19-4903CR-HY-064-1800-06100870-0000B-3,0,11.50000,32.84000,,25.00500,,,,3,1,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,11.50000,11.50000,32.84000,25.00000,294.3000,0.000000,,,,,,,,,,0,,,,,,,,
13,377,061.0 087.0,19-4903CR-HY-064-1800-06100870-0009A-3,9,11.48000,32.78000,,24.96200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.000000,11.48000,11.48000,32.78000,24.96000,298.6000,0.020000,,,,,,,,,,9,,,,,,,,
13,378,061.0 087.0,19-4903CR-HY-064-1800-06100870-0010A-7,10,11.48000,32.78100,,24.96300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,11.48000,11.48000,32.78100,24.96000,298.6000,0.030000,,,,,,,,,,10,,,,,,,,
13,379,061.0 087.0,19-4903CR-HY-064-1800-06100870-0020A-7,20,11.47000,32.79800,,24.97800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,11.47000,11.47000,32.79800,24.97000,297.3000,0.050000,,,,,,,,,,20,,,,,,,,
13,380,061.0 087.0,19-4903CR-HY-064-1800-06100870-0024A-3,24,11.47000,32.81000,,24.98700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,11.47000,11.47000,32.81000,24.98000,296.5000,0.070000,,,,,,,,,,24,,,,,,,,
13,381,061.0 087.0,19-4903CR-HY-064-1800-06100870-0030A-7,30,11.47000,32.78200,,24.96600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,11.47000,11.47000,32.78200,24.96000,298.8000,0.080000,,,,,,,,,,30,,,,,,,,
13,382,061.0 087.0,19-4903CR-HY-064-1800-06100870-0047A-3,47,11.48000,32.70000,,24.90100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,47.00000,11.48000,11.47000,32.70000,24.90000,305.4000,0.140000,,,,,,,,,,47,,,,,,,,
13,383,061.0 087.0,19-4903CR-HY-064-1800-06100870-0050A-7,50,11.48000,32.70900,,24.90800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,11.48000,11.47000,32.70900,24.90000,304.7000,0.150000,,,,,,,,,,50,,,,,,,,
13,384,061.0 087.0,19-4903CR-HY-064-1800-06100870-0071A-3,71,11.45000,32.77000,,24.96100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,71.00000,11.45000,11.44000,32.77000,24.96000,300.2000,0.210000,,,,,,,,,,71,,,,,,,,
13,385,061.0 087.0,19-4903CR-HY-064-1800-06100870-0075A-7,75,11.40000,32.79300,,24.98800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,11.40000,11.39000,32.79300,24.98000,297.7000,0.220000,,,,,,,,,,75,,,,,,,,
13,386,061.0 087.0,19-4903CR-HY-064-1800-06100870-0094A-3,94,10.97000,32.92000,,25.16400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,94.00000,10.97000,10.96000,32.92000,25.16000,281.3000,0.280000,,,,,,,,,,94,,,,,,,,
13,387,061.0 087.0,19-4903CR-HY-064-1800-06100870-0100A-7,100,10.71000,32.95000,,25.23300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,10.71000,10.70000,32.95000,25.23000,274.8000,0.290000,,,,,,,,,,100,,,,,,,,
13,388,061.0 087.0,19-4903CR-HY-064-1800-06100870-0125A-7,125,9.600000,33.10400,,25.54000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,9.600000,9.590000,33.10400,25.54000,245.9000,0.360000,,,,,,,,,,126,,,,,,,,
13,389,061.0 087.0,19-4903CR-HY-064-1800-06100870-0140A-3,140,8.900000,33.22000,,25.74300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,140.0000,8.900000,8.890000,33.22000,25.74000,226.8000,0.390000,,,,,,,,,,141,,,,,,,,
13,390,061.0 087.0,19-4903CR-HY-064-1800-06100870-0150A-7,150,8.620000,33.34200,,25.88200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.620000,8.600000,33.34200,25.88000,213.7000,0.410000,,,,,,,,,,151,,,,,,,,
13,391,061.0 087.0,19-4903CR-HY-064-1800-06100870-0180A-3,180,7.980000,33.69000,,26.25100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,180.0000,7.980000,7.960000,33.69000,26.25000,179.0000,0.470000,,,,,,,,,,181,,,,,,,,
13,392,061.0 087.0,19-4903CR-HY-064-1800-06100870-0200A-7,200,7.690000,33.68600,,26.29000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,7.690000,7.670000,33.68600,26.29000,175.5000,0.510000,,,,,,,,,,201,,,,,,,,
13,393,061.0 087.0,19-4903CR-HY-064-1800-06100870-0250A-7,250,7.110000,33.70600,,26.38800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.110000,7.090000,33.70600,26.38000,166.8000,0.590000,,,,,,,,,,251,,,,,,,,
13,394,061.0 087.0,19-4903CR-HY-064-1800-06100870-0274A-3,274,6.900000,33.73000,,26.43600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,274.0000,6.900000,6.870000,33.73000,26.43000,162.6000,0.630000,,,,,,,,,,276,,,,,,,,
13,395,061.0 087.0,19-4903CR-HY-064-1800-06100870-0300A-7,300,6.550000,33.73000,,26.48200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.550000,6.520000,33.73000,26.48000,158.3000,0.680000,,,,,,,,,,302,,,,,,,,
13,396,061.0 087.0,19-4903CR-HY-064-1800-06100870-0371A-3,371,5.680000,33.73000,,26.59200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,371.0000,5.680000,5.650000,33.73000,26.59000,148.1000,0.780000,,,,,,,,,,373,,,,,,,,
13,397,061.0 087.0,19-4903CR-HY-064-1800-06100870-0400A-7,400,5.510000,33.78600,,26.65700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,5.510000,5.480000,33.78600,26.65000,142.2000,0.830000,,,,,,,,,,403,,,,,,,,
13,398,061.0 087.0,19-4903CR-HY-064-1800-06100870-0500A-7,500,5.110000,34.00600,,26.87900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.110000,5.070000,34.00600,26.87000,122.1000,0.960000,,,,,,,,,,503,,,,,,,,
13,399,061.0 087.0,19-4903CR-HY-064-1800-06100870-0550A-3,550,5.040000,34.13000,,26.98600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,550.0000,5.040000,5.000000,34.13000,26.98000,112.6000,1.020000,,,,,,,,,,554,,,,,,,,
13,400,061.0 087.0,19-4903CR-HY-064-1800-06100870-0600A-7,600,4.850000,34.18700,,27.05300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,4.850000,4.800000,34.18700,27.05000,106.6000,1.070000,,,,,,,,,,604,,,,,,,,
13,401,061.0 087.0,19-4903CR-HY-064-1800-06100870-0700A-7,700,4.490000,34.26900,,27.15900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.490000,4.440000,34.26900,27.15000,97.20000,1.170000,,,,,,,,,,705,,,,,,,,
13,402,061.0 087.0,19-4903CR-HY-064-1800-06100870-0800A-7,800,4.140000,34.30800,,27.22800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.140000,4.080000,34.30800,27.22000,91.10000,1.270000,,,,,,,,,,806,,,,,,,,
13,403,061.0 087.0,19-4903CR-HY-064-1800-06100870-0818A-3,818,4.080000,34.31000,,27.23500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,818.0000,4.080000,4.020000,34.31000,27.23000,90.40000,1.280000,,,,,,,,,,825,,,,,,,,
13,404,061.0 087.0,19-4903CR-HY-064-1800-06100870-0900A-7,900,3.890000,34.31500,,27.25900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,3.890000,3.820000,34.31500,27.25000,88.50000,1.360000,,,,,,,,,,907,,,,,,,,
13,405,061.0 087.0,19-4903CR-HY-064-1800-06100870-1000A-7,1000,3.650000,34.32100,,27.28900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.650000,3.580000,34.32100,27.28000,86.10000,1.450000,,,,,,,,,,1009,,,,,,,,
13,406,061.0 087.0,19-4903CR-HY-064-1800-06100870-1100A-7,1100,3.420000,34.32800,,27.31700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.420000,3.340000,34.32800,27.31000,83.60000,1.530000,,,,,,,,,,1110,,,,,,,,
13,407,061.0 087.0,19-4903CR-HY-064-1800-06100870-1200A-7,1200,3.180000,34.33700,,27.34700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.180000,3.090000,34.33700,27.34000,80.90000,1.610000,,,,,,,,,,1211,,,,,,,,
13,408,061.0 087.0,19-4903CR-HY-064-1800-06100870-1238A-3,1238,3.090000,34.34000,,27.35800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1238.000,3.090000,3.000000,34.34000,27.35000,79.80000,1.640000,,,,,,,,,,1249,,,,,,,,
14,409,061.0 078.0,19-4903CR-HY-064-2330-06100780-0000B-3,0,11.30000,32.79000,,25.00200,,,,3,1,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,11.30000,11.30000,32.79000,25.00000,294.6000,0.000000,,,,,,,,,,0,,,,,,,,
14,410,061.0 078.0,19-4903CR-HY-064-2330-06100780-0010A-3,10,11.25000,32.81000,,25.02700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,11.25000,11.25000,32.81000,25.02000,292.5000,0.020000,,,,,,,,,,10,,,,,,,,
14,411,061.0 078.0,19-4903CR-HY-064-2330-06100780-0020A-7,20,11.18000,32.80300,,25.03400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,11.18000,11.18000,32.80300,25.03000,292.0000,0.050000,,,,,,,,,,20,,,,,,,,
14,412,061.0 078.0,19-4903CR-HY-064-2330-06100780-0025A-3,25,11.10000,32.79000,,25.03800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.00000,11.10000,11.10000,32.79000,25.03000,291.7000,0.070000,,,,,,,,,,25,,,,,,,,
14,413,061.0 078.0,19-4903CR-HY-064-2330-06100780-0030A-7,30,10.88000,32.84300,,25.11800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,10.88000,10.88000,32.84300,25.11000,284.2000,0.080000,,,,,,,,,,30,,,,,,,,
14,414,061.0 078.0,19-4903CR-HY-064-2330-06100780-0050A-3,50,9.880000,33.08000,,25.47400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,9.880000,9.870000,33.08000,25.47000,250.7000,0.140000,,,,,,,,,,50,,,,,,,,
14,415,061.0 078.0,19-4903CR-HY-064-2330-06100780-0074A-3,74,9.400000,33.08000,,25.55300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,74.00000,9.400000,9.390000,33.08000,25.55000,243.6000,0.200000,,,,,,,,,,74,,,,,,,,
14,416,061.0 078.0,19-4903CR-HY-064-2330-06100780-0075A-7,75,9.390000,33.09300,,25.56500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,9.390000,9.380000,33.09300,25.56000,242.5000,0.200000,,,,,,,,,,75,,,,,,,,
14,417,061.0 078.0,19-4903CR-HY-064-2330-06100780-0099A-3,99,9.100000,33.48000,,25.91400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,99.00000,9.100000,9.090000,33.48000,25.91000,209.8000,0.250000,,,,,,,,,,100,,,,,,,,
14,418,061.0 078.0,19-4903CR-HY-064-2330-06100780-0100A-7,100,9.080000,33.49200,,25.92700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,9.080000,9.070000,33.49200,25.92000,208.6000,0.250000,,,,,,,,,,101,,,,,,,,
14,419,061.0 078.0,19-4903CR-HY-064-2330-06100780-0125A-7,125,8.670000,33.72400,,26.17300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,8.670000,8.660000,33.72400,26.17000,185.7000,0.300000,,,,,,,,,,126,,,,,,,,
14,420,061.0 078.0,19-4903CR-HY-064-2330-06100780-0149A-3,149,8.260000,33.84000,,26.32700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,149.0000,8.260000,8.240000,33.84000,26.32000,171.4000,0.350000,,,,,,,,,,150,,,,,,,,
14,421,061.0 078.0,19-4903CR-HY-064-2330-06100780-0150A-7,150,8.250000,33.84200,,26.33000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,8.250000,8.230000,33.84200,26.33000,171.2000,0.350000,,,,,,,,,,151,,,,,,,,
14,422,061.0 078.0,19-4903CR-HY-064-2330-06100780-0200A-7,200,7.570000,33.85900,,26.44300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,7.570000,7.550000,33.85900,26.44000,161.0000,0.430000,,,,,,,,,,201,,,,,,,,
14,423,061.0 078.0,19-4903CR-HY-064-2330-06100780-0203A-3,203,7.530000,33.86000,,26.45000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,203.0000,7.530000,7.510000,33.86000,26.45000,160.4000,0.440000,,,,,,,,,,204,,,,,,,,
14,424,061.0 078.0,19-4903CR-HY-064-2330-06100780-0250A-7,250,6.950000,33.92000,,26.57800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,6.950000,6.930000,33.92000,26.57000,148.7000,0.510000,,,,,,,,,,252,,,,,,,,
14,425,061.0 078.0,19-4903CR-HY-064-2330-06100780-0300A-3,300,6.420000,33.98000,,26.69700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,6.420000,6.390000,33.98000,26.69000,138.0000,0.580000,,,,,,,,,,302,,,,,,,,
14,426,061.0 078.0,19-4903CR-HY-064-2330-06100780-0400A-7,400,5.710000,33.95200,,26.76500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,5.710000,5.680000,33.95200,26.76000,132.3000,0.720000,,,,,,,,,,403,,,,,,,,
14,427,061.0 078.0,19-4903CR-HY-064-2330-06100780-0405A-3,405,5.680000,33.95000,,26.76700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,405.0000,5.680000,5.650000,33.95000,26.76000,132.1000,0.720000,,,,,,,,,,408,,,,,,,,
14,428,061.0 078.0,19-4903CR-HY-064-2330-06100780-0500A-7,500,5.220000,34.06900,,26.91700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.220000,5.180000,34.06900,26.91000,118.7000,0.840000,,,,,,,,,,504,,,,,,,,
14,429,061.0 078.0,19-4903CR-HY-064-2330-06100780-0600A-7,600,4.850000,34.22500,,27.08300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,4.850000,4.800000,34.22500,27.08000,103.7000,0.950000,,,,,,,,,,605,,,,,,,,
14,430,061.0 078.0,19-4903CR-HY-064-2330-06100780-0603A-3,603,4.840000,34.23000,,27.08900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,603.0000,4.840000,4.790000,34.23000,27.08000,103.3000,0.960000,,,,,,,,,,608,,,,,,,,
14,431,061.0 078.0,19-4903CR-HY-064-2330-06100780-0700A-7,700,4.520000,34.28000,,27.16400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.520000,4.470000,34.28000,27.16000,96.70000,1.050000,,,,,,,,,,706,,,,,,,,
14,432,061.0 078.0,19-4903CR-HY-064-2330-06100780-0800A-7,800,4.230000,34.30700,,27.21700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.230000,4.170000,34.30700,27.21000,92.20000,1.150000,,,,,,,,,,807,,,,,,,,
14,433,061.0 078.0,19-4903CR-HY-064-2330-06100780-0886A-3,886,4.010000,34.31000,,27.24300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,886.0000,4.010000,3.940000,34.31000,27.24000,90.20000,1.230000,,,,,,,,,,893,,,,,,,,
14,434,061.0 078.0,19-4903CR-HY-064-2330-06100780-0900A-7,900,3.980000,34.31300,,27.24900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,3.980000,3.910000,34.31300,27.24000,89.70000,1.240000,,,,,,,,,,908,,,,,,,,
14,435,061.0 078.0,19-4903CR-HY-064-2330-06100780-1000A-7,1000,3.760000,34.33200,,27.28700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.760000,3.690000,34.33200,27.28000,86.50000,1.330000,,,,,,,,,,1009,,,,,,,,
14,436,061.0 078.0,19-4903CR-HY-064-2330-06100780-1100A-7,1100,3.540000,34.35200,,27.32500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.540000,3.460000,34.35200,27.32000,83.20000,1.410000,,,,,,,,,,1110,,,,,,,,
